state,parcel_count,county_count,ogc_fid_pct,geoid_pct,parcelnumb_pct,parcelnumb_no_formatting_pct,state_parcelnumb_pct,account_number_pct,tax_id_pct,alt_parcelnumb1_pct,alt_parcelnumb2_pct,alt_parcelnumb3_pct,usecode_pct,usedesc_pct,zoning_pct,zoning_description_pct,zoning_type_pct,zoning_subtype_pct,zoning_code_link_pct,zoning_id_pct,struct_pct,structno_pct,yearbuilt_pct,numstories_pct,numunits_pct,numrooms_pct,structstyle_pct,parvaltype_pct,improvval_pct,landval_pct,parval_pct,agval_pct,homestead_exemption_pct,saleprice_pct,saledate_pct,taxamt_pct,taxyear_pct,owntype_pct,owner_pct,unmodified_owner_pct,ownfrst_pct,ownlast_pct,owner2_pct,owner3_pct,owner4_pct,previous_owner_pct,mailadd_pct,mail_address2_pct,careof_pct,mail_addno_pct,mail_addpref_pct,mail_addstr_pct,mail_addsttyp_pct,mail_addstsuf_pct,mail_unit_pct,mail_city_pct,mail_state2_pct,mail_zip_pct,mail_country_pct,mail_urbanization_pct,original_mailing_address_pct,address_pct,address2_pct,saddno_pct,saddpref_pct,saddstr_pct,saddsttyp_pct,saddstsuf_pct,sunit_pct,scity_pct,original_address_pct,city_pct,county_pct,state2_pct,szip_pct,szip5_pct,urbanization_pct,ll_address_count_pct,location_name_pct,address_source_pct,legaldesc_pct,plat_pct,book_pct,page_pct,block_pct,lot_pct,neighborhood_pct,neighborhood_code_pct,subdivision_pct,lat_pct,lon_pct,fema_flood_zone_pct,fema_flood_zone_subtype_pct,fema_flood_zone_raw_pct,fema_flood_zone_data_date_pct,qoz_pct,qoz_tract_pct,census_tract_pct,census_block_pct,census_blockgroup_pct,census_zcta_pct,census_elementary_school_district_pct,census_secondary_school_district_pct,census_unified_school_district_pct,ll_last_refresh_pct,sourceurl_pct,recrdareatx_pct,recrdareano_pct,deeded_acres_pct,gisacre_pct,sqft_pct,ll_gisacre_pct,ll_gissqft_pct,ll_bldg_footprint_sqft_pct,ll_bldg_count_pct,cdl_raw_pct,cdl_majority_category_pct,cdl_majority_percent_pct,cdl_date_pct,plss_township_pct,plss_section_pct,plss_range_pct,reviseddate_pct,path_pct,ll_stable_id_pct,ll_uuid_pct,ll_stack_uuid_pct,ll_row_parcel_pct,ll_updated_at_pct,precisely_id_pct,placekey_pct,dpv_status_pct,dpv_codes_pct,dpv_notes_pct,dpv_type_pct,cass_errorno_pct,rdi_pct,usps_vacancy_pct,usps_vacancy_date_pct,padus_public_access_pct,lbcs_activity_pct,lbcs_activity_desc_pct,lbcs_function_pct,lbcs_function_desc_pct,lbcs_structure_pct,lbcs_structure_desc_pct,lbcs_site_pct,lbcs_site_desc_pct,lbcs_ownership_pct,lbcs_ownership_desc_pct,housing_affordability_index_pct,population_density_pct,population_growth_past_5_years_pct,population_growth_next_5_years_pct,housing_growth_past_5_years_pct,housing_growth_next_5_years_pct,household_income_growth_next_5_years_pct,median_household_income_pct,fema_nri_risk_rating_pct,transmission_line_distance_pct,roughness_rating_pct,highest_parcel_elevation_pct,lowest_parcel_elevation_pct
OK,"2,413,854",77,100,100,100,100,0,86,0,40,75,14,80,33,41,41,41,41,41,41,0,70,56,54,16,29,36,100,84,93,100,0,72,76,86,63,67,0,99,25,0,0,15,1,0,64,97,1,6,67,30,67,52,2,0,98,98,97,0,0,99,76,0,65,45,67,61,11,0,83,98,100,100,100,100,100,0,100,0,100,99,0,63,63,15,13,43,79,58,100,100,27,26,27,27,100,10,100,100,100,100,5,0,95,100,65,0,53,0,67,18,100,100,75,100,19,19,19,19,100,100,100,65,100,99,100,1,1,100,64,74,73,60,73,60,73,57,57,73,0,60,60,60,60,59,59,60,60,85,85,99,100,100,100,100,100,100,100,100,99,98,98,98
OR,"1,912,778",36,100,100,99,99,16,60,13,71,27,2,87,51,98,96,96,96,96,96,13,16,71,51,17,12,2,76,74,76,76,0,0,79,75,15,21,0,99,10,2,2,4,1,0,2,96,0,3,74,34,74,62,2,1,96,96,96,8,0,96,87,0,77,42,78,76,6,2,91,93,100,100,100,99,99,0,100,0,100,32,0,6,6,15,27,7,36,11,100,100,75,64,75,75,100,10,100,100,100,99,0,0,100,100,12,0,44,0,78,40,100,100,80,100,11,11,11,11,100,100,100,13,100,97,100,4,1,100,80,83,82,79,82,79,82,76,76,82,0,84,84,84,84,78,78,80,80,85,85,99,100,100,100,100,100,100,100,100,97,94,94,94
PA,"5,943,227",67,100,100,100,100,10,15,3,39,16,7,76,27,69,70,66,66,66,66,2,1,66,61,14,51,12,90,82,82,91,1,19,94,93,3,20,10,99,8,1,1,12,0,0,10,89,1,8,58,7,58,54,0,1,89,89,89,0,0,88,95,0,79,14,81,79,3,2,97,95,100,100,100,100,100,0,100,0,100,38,0,58,57,18,19,13,26,3,100,100,58,55,58,58,100,8,100,100,100,100,0,0,100,100,16,0,39,1,61,30,100,100,84,100,7,7,7,7,0,0,0,15,100,98,100,1,0,100,82,93,93,80,93,80,93,76,76,93,0,85,85,82,82,79,79,79,79,88,88,99,100,100,100,100,100,100,100,100,99,96,96,96
PR,"1,522,033",78,100,100,90,90,0,0,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,90,90,90,0,0,61,60,0,0,0,88,0,0,0,0,0,0,58,84,1,0,0,0,0,0,0,0,54,87,84,1,21,88,89,0,14,24,14,0,7,8,73,89,100,100,100,100,100,67,100,0,100,0,0,54,53,0,0,0,0,0,100,100,73,67,73,73,100,97,100,100,100,100,0,0,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,100,99,100,15,1,100,18,91,87,10,86,10,87,9,9,87,0,8,8,8,8,8,8,8,8,74,74,0,0,0,0,0,0,0,0,100,99,98,98,98
RI,"398,128",5,100,100,99,100,0,57,0,59,22,0,89,67,99,95,95,95,95,95,0,32,56,56,35,57,83,66,62,62,69,0,0,69,66,9,8,0,73,0,0,0,20,0,0,17,72,0,2,51,1,51,48,0,0,72,72,71,1,0,72,94,13,85,2,86,86,0,2,95,94,100,100,100,100,100,0,100,1,100,3,26,28,26,9,32,0,23,0,100,100,58,56,58,58,100,8,100,100,100,100,5,2,95,100,9,0,36,0,77,27,100,100,87,100,2,2,2,2,0,0,0,11,100,98,100,2,0,100,86,90,90,86,90,86,90,82,82,90,0,85,85,85,85,81,81,81,81,53,53,99,100,100,100,100,100,100,100,100,98,97,97,97
SC,"2,929,738",46,100,100,100,100,0,30,0,28,3,0,59,39,91,90,90,90,90,90,1,19,55,52,14,19,4,65,55,57,63,0,19,75,80,10,9,0,99,4,0,0,14,0,0,26,99,0,4,67,3,67,59,1,1,97,97,97,2,0,99,89,0,77,5,77,75,1,1,90,83,100,100,100,100,100,0,100,0,100,73,15,68,68,11,30,10,2,24,100,100,60,53,60,60,100,11,100,100,100,100,0,0,100,100,0,0,23,4,76,7,100,100,78,100,8,8,8,8,0,0,0,13,100,98,100,4,0,100,78,84,87,78,87,78,87,73,73,87,0,75,75,75,75,71,71,73,73,78,78,100,100,100,100,100,100,100,100,100,98,97,97,97
SD,"785,030",66,100,100,97,97,0,0,7,28,3,0,51,14,25,21,17,17,17,17,0,0,23,11,7,5,2,51,27,29,41,7,0,41,47,8,18,16,90,26,5,7,10,0,0,5,83,1,6,63,17,63,50,2,0,83,83,83,1,0,85,63,0,41,18,41,39,3,0,73,72,100,100,100,100,100,0,100,3,100,90,6,21,21,22,19,0,3,13,100,100,58,48,58,58,100,7,100,100,100,100,0,0,100,100,3,0,5,3,67,19,100,100,52,100,44,44,44,44,100,100,100,4,100,95,100,0,3,100,45,61,62,43,62,43,62,39,39,62,2,93,93,88,88,36,36,45,45,73,73,100,100,100,100,100,100,100,100,100,99,98,98,98
TN,"3,493,953",95,100,100,99,99,0,6,0,77,29,11,90,86,81,78,78,78,78,78,10,56,74,75,22,23,3,99,93,93,93,16,0,92,94,0,32,0,98,1,0,0,13,0,0,4,96,0,3,66,4,66,59,2,1,98,98,98,13,0,98,100,0,81,5,82,76,2,1,98,100,100,100,100,100,100,0,100,0,100,21,0,80,80,7,46,7,62,52,100,100,54,52,54,54,100,11,100,100,100,100,4,4,96,100,9,0,51,15,92,16,100,100,81,100,10,10,10,10,0,0,0,54,100,99,100,1,0,100,80,97,98,78,98,78,98,75,75,98,0,76,76,76,76,76,76,76,76,79,79,99,100,100,100,100,100,100,100,100,98,97,97,97
TX,"13,864,687",254,100,100,99,99,0,37,0,69,17,2,62,27,68,68,68,68,68,68,5,4,66,53,4,16,5,96,88,87,91,33,17,67,85,1,79,0,98,16,0,0,3,0,0,0,96,0,7,68,6,68,56,1,2,95,94,94,12,0,95,92,0,78,11,82,71,3,2,93,98,100,100,100,99,99,0,100,0,100,93,0,21,21,32,27,7,58,28,100,100,72,67,72,72,99,13,100,100,100,100,0,0,99,100,0,0,34,5,47,18,100,100,74,100,9,9,9,9,0,0,0,15,100,87,100,4,0,100,78,78,89,75,89,75,89,71,71,89,0,76,76,72,72,68,68,75,75,73,73,99,100,100,100,100,100,100,100,100,87,87,87,87
UT,"1,582,762",29,100,100,98,98,0,24,11,36,2,0,63,41,98,98,98,98,98,98,1,19,67,60,48,45,2,84,59,70,82,18,1,58,58,34,67,11,97,1,0,0,6,1,0,0,93,0,4,52,38,52,25,20,2,94,94,93,1,0,95,79,0,70,65,70,39,29,1,89,89,100,100,100,98,98,0,100,1,100,38,1,12,4,1,21,0,42,37,100,100,67,63,67,67,100,9,100,100,100,97,0,0,100,100,18,0,54,3,94,0,100,100,68,100,8,8,8,8,100,100,100,27,100,97,100,2,1,100,74,75,78,71,78,71,78,67,67,78,0,69,69,68,68,65,65,68,68,67,67,99,100,100,100,100,100,100,100,100,95,91,91,91
VA,"4,242,105",133,100,100,100,100,3,28,8,47,29,5,72,42,93,93,93,93,93,93,0,5,69,69,22,59,17,91,89,90,89,0,0,88,85,4,12,1,98,38,1,1,12,4,0,21,97,0,3,61,3,61,55,1,0,97,96,97,0,0,98,88,0,78,5,78,77,3,3,90,88,100,100,100,100,100,0,100,1,100,72,8,46,45,10,44,10,33,32,100,100,60,57,60,60,100,11,100,100,100,100,0,0,100,100,15,0,36,6,68,17,100,100,79,100,9,9,9,9,0,0,0,7,100,96,100,5,0,100,79,84,86,78,86,78,86,74,74,86,0,80,80,79,79,77,77,78,78,80,80,99,100,100,100,100,100,100,100,100,98,98,98,98
VI,"64,983",3,100,100,100,100,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,89,89,89,89,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,89,0,0,58,2,58,11,0,0,88,89,89,0,0,89,90,0,1,0,1,1,0,0,87,89,100,100,100,100,100,0,100,0,100,0,0,0,0,0,0,0,0,0,100,100,92,79,92,92,100,41,100,100,100,100,0,0,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,100,98,100,0,3,100,2,66,89,4,89,4,89,1,1,89,0,98,98,98,98,94,94,98,98,66,66,0,0,0,0,0,0,0,0,100,98,96,96,96
VT,"338,623",14,100,100,96,96,0,0,0,0,0,0,0,95,36,36,36,36,34,36,0,0,60,44,11,58,0,100,95,95,95,0,95,51,51,0,0,0,95,0,0,0,35,0,0,0,95,1,3,70,3,70,54,1,0,95,95,95,0,0,95,95,0,65,4,65,62,1,0,100,100,100,100,100,100,100,0,100,0,100,0,0,0,0,0,0,0,0,0,100,100,2,2,2,2,100,10,100,100,100,100,14,14,86,100,0,0,0,0,95,0,100,100,87,100,24,24,24,24,0,0,0,0,100,95,100,8,2,100,83,90,94,74,94,74,94,66,66,94,0,82,82,82,82,82,82,84,84,80,80,100,100,100,100,100,100,100,100,100,95,94,94,94
WA,"3,272,471",39,100,100,99,99,0,24,1,22,3,0,93,76,96,96,96,96,96,96,8,10,76,69,19,15,5,96,84,90,95,9,6,76,75,23,65,4,98,19,1,2,1,0,0,6,97,0,7,73,23,73,62,24,0,96,96,96,10,0,97,87,0,77,28,77,75,28,1,92,94,100,100,100,100,100,0,100,0,100,66,18,2,0,10,20,5,26,20,100,100,70,67,70,70,100,10,100,100,100,100,0,0,100,100,13,0,19,0,89,46,100,100,80,100,10,10,10,10,100,100,100,3,100,99,100,3,0,100,80,86,86,78,86,78,86,74,74,86,0,82,82,82,82,79,79,83,83,84,84,99,100,100,100,100,100,100,100,99,99,98,98,98
WI,"3,554,807",72,100,100,100,100,14,0,3,81,36,0,86,8,39,41,39,39,39,39,3,0,25,24,13,19,6,100,89,90,90,0,0,45,47,76,87,0,98,0,3,5,32,0,0,0,97,1,1,74,17,74,67,2,1,98,98,98,0,0,99,72,1,68,23,70,64,2,2,98,99,100,100,100,100,100,0,100,1,100,23,8,2,4,0,3,4,4,0,100,100,82,78,82,82,100,5,100,100,100,100,4,4,96,100,16,0,2,2,69,2,100,100,68,100,24,24,24,24,99,98,99,81,100,99,100,4,1,100,68,71,71,64,71,64,71,60,60,71,0,85,85,85,85,72,72,91,91,81,81,99,100,100,100,100,100,100,100,100,99,99,99,99
WV,"1,398,918",55,100,100,99,99,0,0,0,99,100,99,98,98,16,16,16,16,16,16,32,0,56,98,96,98,45,98,98,98,98,0,0,49,49,0,98,0,98,0,0,0,0,0,0,0,94,0,8,78,3,78,62,1,0,97,97,97,0,0,98,64,0,60,2,60,59,1,1,75,61,100,100,100,100,100,0,100,0,100,98,0,96,96,0,0,0,5,0,100,100,81,74,81,81,100,10,100,100,100,100,0,0,100,100,8,0,98,0,100,0,100,100,66,100,14,14,14,14,0,0,0,0,100,99,100,0,0,100,57,62,63,51,63,51,63,46,46,63,0,63,63,62,62,59,59,63,63,80,80,100,100,100,100,100,100,100,100,100,99,98,98,98
WY,"365,194",23,100,100,98,98,0,92,23,19,4,0,0,33,36,34,34,34,34,34,5,0,51,50,7,27,1,98,8,30,94,0,0,28,42,0,76,0,94,7,0,0,7,0,0,0,91,0,4,76,11,76,49,1,0,91,91,91,0,0,91,88,0,56,13,57,52,1,0,87,84,100,100,100,96,96,0,100,0,100,90,0,9,9,6,16,0,10,6,100,100,46,38,46,46,100,15,100,100,100,96,0,0,100,100,2,0,1,0,98,76,100,100,71,100,24,24,24,24,63,63,63,0,100,99,100,0,0,100,72,86,85,67,85,67,85,59,59,85,0,63,63,63,63,59,59,64,64,85,85,100,100,100,100,100,100,100,100,100,99,97,97,97
